Dataset,Run ID,Treatment,Classifier,Tuned,TP Rate,FP Rate,Precision,Recall,ROC Area,Kappa
Ant,1,No Sample,functions.MultilayerPerceptron,Yes,0.3712121212,0.04367816092,0.7205882353,0.3712121212,0.8028039011,0.3940784511
Ant,1,Oversampling,meta.AdaBoostM1,Yes,0.590909091,0.151724138,0.541666667,0.590909091,0.781844305,0.425706472
Ant,2,Oversampling,meta.AdaBoostM1,Yes,0.5,0.183908046,0.452054795,0.5,0.723180077,0.304831965
Ant,3,Oversampling,meta.AdaBoostM1,Yes,0.492424242,0.188505747,0.442176871,0.492424242,0.720158481,0.292348285
Ant,4,Oversampling,meta.AdaBoostM1,Yes,0.121212121,0.112643678,0.246153846,0.121212121,0.554144897,0.010408403
Ant,5,Oversampling,meta.AdaBoostM1,Yes,0.25,0.034482759,0.6875,0.25,0.687678509,0.276882803
Ant,6,Oversampling,meta.AdaBoostM1,Yes,0.484848485,0.36091954,0.28959276,0.484848485,0.66856496,0.100361759
Ant,7,Oversampling,meta.AdaBoostM1,Yes,0.712121212,0.406896552,0.346863469,0.712121212,0.717476489,0.223322311
Ant,8,Oversampling,meta.AdaBoostM1,Yes,0.386363636,0.101149425,0.536842105,0.386363636,0.752899687,0.316069826
Ant,9,Oversampling,meta.AdaBoostM1,Yes,0.439393939,0.188505747,0.414285714,0.439393939,0.729824103,0.245702006
Ant,10,Oversampling,meta.AdaBoostM1,Yes,0.5,0.163218391,0.481751825,0.5,0.752385928,0.332396545
Ant,11,Oversampling,meta.AdaBoostM1,Yes,0.507575758,0.15862069,0.492647059,0.507575758,0.7419279,0.345310723
Ant,12,Oversampling,meta.AdaBoostM1,Yes,0.265151515,0.027586207,0.744680851,0.265151515,0.798885406,0.306246843
Ant,13,Oversampling,meta.AdaBoostM1,Yes,0.606060606,0.225287356,0.449438202,0.606060606,0.746194706,0.339561105
Ant,14,Oversampling,meta.AdaBoostM1,Yes,0.113636364,0.011494253,0.75,0.113636364,0.647056775,0.144986651
Ant,15,Oversampling,meta.AdaBoostM1,Yes,0.659090909,0.347126437,0.365546218,0.659090909,0.690987461,0.243783938
Ant,16,Oversampling,meta.AdaBoostM1,Yes,0.5,0.317241379,0.323529412,0.5,0.653692093,0.153582719
Ant,17,Oversampling,meta.AdaBoostM1,Yes,0.287878788,0.133333333,0.395833333,0.287878788,0.688253222,0.170765501
Ant,18,Oversampling,meta.AdaBoostM1,Yes,0.28030303,0.154022989,0.355769231,0.28030303,0.661781609,0.136353379
Ant,19,Oversampling,meta.AdaBoostM1,Yes,0.53030303,0.190804598,0.45751634,0.53030303,0.744888541,0.321675206
Ant,20,Oversampling,meta.AdaBoostM1,Yes,0.333333333,0.096551724,0.511627907,0.333333333,0.737251829,0.269489207
Ant,21,Oversampling,meta.AdaBoostM1,Yes,0.628787879,0.213793103,0.471590909,0.628787879,0.750330895,0.37182848
Ant,22,Oversampling,meta.AdaBoostM1,Yes,0.46969697,0.206896552,0.407894737,0.46969697,0.715195054,0.249627792
Ant,23,Oversampling,meta.AdaBoostM1,Yes,0.439393939,0.245977011,0.351515152,0.439393939,0.595889934,0.177925168
Ant,24,Oversampling,meta.AdaBoostM1,Yes,0.492424242,0.137931034,0.52,0.492424242,0.77289272,0.361163602
Ant,25,Oversampling,meta.AdaBoostM1,Yes,0.174242424,0.181609195,0.225490196,0.174242424,0.543982933,-0.008
Ant,26,Oversampling,meta.AdaBoostM1,Yes,0.446969697,0.087356322,0.608247423,0.446969697,0.765525949,0.396200892
Ant,27,Oversampling,meta.AdaBoostM1,Yes,0.704545455,0.31954023,0.400862069,0.704545455,0.750731452,0.304630012
Ant,28,Oversampling,meta.AdaBoostM1,Yes,0.575757576,0.273563218,0.38974359,0.575757576,0.762225705,0.259122371
Ant,29,Oversampling,meta.AdaBoostM1,Yes,0.696969697,0.303448276,0.410714286,0.696969697,0.754240683,0.316656857
Ant,30,Oversampling,meta.AdaBoostM1,Yes,0.643939394,0.289655172,0.402843602,0.643939394,0.697535702,0.293175382
Ant,31,Oversampling,meta.AdaBoostM1,Yes,0.825757576,0.459770115,0.352750809,0.825757576,0.760214211,0.249479139
Ant,32,Oversampling,meta.AdaBoostM1,Yes,0.431818182,0.151724138,0.463414634,0.431818182,0.715630442,0.28690696
Ant,33,Oversampling,meta.AdaBoostM1,Yes,0.310606061,0.202298851,0.317829457,0.310606061,0.697640195,0.109171341
Ant,34,Oversampling,meta.AdaBoostM1,Yes,0.560606061,0.229885057,0.425287356,0.560606061,0.752063741,0.297728235
Ant,35,Oversampling,meta.AdaBoostM1,Yes,0.628787879,0.24137931,0.441489362,0.628787879,0.733664228,0.337536417
Ant,36,Oversampling,meta.AdaBoostM1,Yes,0.272727273,0.188505747,0.305084746,0.272727273,0.672143852,0.087451853
Ant,37,Oversampling,meta.AdaBoostM1,Yes,0.401515152,0.243678161,0.333333333,0.401515152,0.623310693,0.147340698
Ant,38,Oversampling,meta.AdaBoostM1,Yes,0.5,0.133333333,0.532258065,0.5,0.73997736,0.374573015
Ant,39,Oversampling,meta.AdaBoostM1,Yes,0.575757576,0.222988506,0.439306358,0.575757576,0.727586207,0.318332901
Ant,40,Oversampling,meta.AdaBoostM1,Yes,0.613636364,0.285057471,0.395121951,0.613636364,0.745114943,0.27551311
Ant,41,Oversampling,meta.AdaBoostM1,Yes,0.643939394,0.363218391,0.349794239,0.643939394,0.646960989,0.217130387
Ant,42,Oversampling,meta.AdaBoostM1,Yes,0.393939394,0.147126437,0.448275862,0.393939394,0.748833159,0.257691468
Ant,43,Oversampling,meta.AdaBoostM1,Yes,0.484848485,0.096551724,0.603773585,0.484848485,0.790822013,0.41689572
Ant,44,Oversampling,meta.AdaBoostM1,Yes,0.787878788,0.367816092,0.393939394,0.787878788,0.760231627,0.311555452
Ant,45,Oversampling,meta.AdaBoostM1,Yes,0.643939394,0.2,0.494186047,0.643939394,0.768974225,0.401559546
Ant,46,Oversampling,meta.AdaBoostM1,Yes,0.545454545,0.393103448,0.296296296,0.545454545,0.611276559,0.117839607
Ant,47,Oversampling,meta.AdaBoostM1,Yes,0.916666667,0.620689655,0.309462916,0.916666667,0.694609892,0.175825199
Ant,48,Oversampling,meta.AdaBoostM1,Yes,0.409090909,0.24137931,0.339622642,0.409090909,0.65210728,0.156558636
Ant,49,Oversampling,meta.AdaBoostM1,Yes,0.454545455,0.232183908,0.372670807,0.454545455,0.620715778,0.20655682
Ant,50,Oversampling,meta.AdaBoostM1,Yes,0.696969697,0.404597701,0.343283582,0.696969697,0.669714385,0.215164565
Ant,51,Oversampling,meta.AdaBoostM1,Yes,0.363636364,0.211494253,0.342857143,0.363636364,0.64235458,0.148997135
Ant,52,Oversampling,meta.AdaBoostM1,Yes,0.113636364,0.112643678,0.234375,0.113636364,0.684352142,0.001209729
Ant,53,Oversampling,meta.AdaBoostM1,Yes,0.121212121,0.073563218,0.333333333,0.121212121,0.611032741,0.061216271
Ant,54,Oversampling,meta.AdaBoostM1,Yes,0.522727273,0.202298851,0.439490446,0.522727273,0.727089864,0.300600417
Ant,55,Oversampling,meta.AdaBoostM1,Yes,0.734848485,0.411494253,0.351449275,0.734848485,0.739010798,0.234325307
Ant,56,Oversampling,meta.AdaBoostM1,Yes,0.704545455,0.317241379,0.402597403,0.704545455,0.726071055,0.307090039
Ant,57,Oversampling,meta.AdaBoostM1,Yes,0.21969697,0.227586207,0.2265625,0.21969697,0.563157436,-0.007973387
Ant,58,Oversampling,meta.AdaBoostM1,Yes,0.303030303,0.12183908,0.430107527,0.303030303,0.67924939,0.201974316
Ant,59,Oversampling,meta.AdaBoostM1,Yes,0.272727273,0.087356322,0.486486486,0.272727273,0.735057471,0.218863735
Ant,60,Oversampling,meta.AdaBoostM1,Yes,0.075757576,0.029885057,0.434782609,0.075757576,0.712722048,0.064390745
Ant,61,Oversampling,meta.AdaBoostM1,Yes,0.439393939,0.112643678,0.542056075,0.439393939,0.745027865,0.349825199
Ant,62,Oversampling,meta.AdaBoostM1,Yes,0.606060606,0.314942529,0.368663594,0.606060606,0.716814699,0.237789395
Ant,63,Oversampling,meta.AdaBoostM1,Yes,0.174242424,0.027586207,0.657142857,0.174242424,0.636337513,0.197100025
Ant,64,Oversampling,meta.AdaBoostM1,Yes,0.515151515,0.209195402,0.427672956,0.515151515,0.738601533,0.285609774
Ant,65,Oversampling,meta.AdaBoostM1,Yes,0.022727273,0.07816092,0.081081081,0.022727273,0.586755486,-0.073975946
Ant,66,Oversampling,meta.AdaBoostM1,Yes,0.159090909,0.202298851,0.19266055,0.159090909,0.560806339,-0.045999388
Ant,67,Oversampling,meta.AdaBoostM1,Yes,0.598484848,0.202298851,0.473053892,0.598484848,0.761372344,0.362692814
Ant,68,Oversampling,meta.AdaBoostM1,Yes,0.416666667,0.413793103,0.234042553,0.416666667,0.557210031,0.002259516
Ant,69,Oversampling,meta.AdaBoostM1,Yes,0.416666667,0.131034483,0.491071429,0.416666667,0.668913271,0.301544402
Ant,70,Oversampling,meta.AdaBoostM1,Yes,0.606060606,0.232183908,0.44198895,0.606060606,0.744923372,0.331074048
Ant,71,Oversampling,meta.AdaBoostM1,Yes,0.121212121,0.052873563,0.41025641,0.121212121,0.610527691,0.090559767
Ant,72,Oversampling,meta.AdaBoostM1,Yes,0.598484848,0.23908046,0.431693989,0.598484848,0.721865204,0.316778338
Ant,73,Oversampling,meta.AdaBoostM1,Yes,0.560606061,0.266666667,0.389473684,0.560606061,0.728857541,0.254927727
Ant,74,Oversampling,meta.AdaBoostM1,Yes,0.628787879,0.333333333,0.364035088,0.628787879,0.727237896,0.235742871
Ant,75,Oversampling,meta.AdaBoostM1,Yes,0.333333333,0.12183908,0.453608247,0.333333333,0.695393591,0.233011944
Ant,76,Oversampling,meta.AdaBoostM1,Yes,0.431818182,0.367816092,0.262672811,0.431818182,0.611938349,0.052277819
Ant,77,Oversampling,meta.AdaBoostM1,Yes,0.234848485,0.071264368,0.5,0.234848485,0.661128527,0.20064082
Ant,78,Oversampling,meta.AdaBoostM1,Yes,0.53030303,0.16091954,0.5,0.53030303,0.753230582,0.361747851
Ant,79,Oversampling,meta.AdaBoostM1,Yes,0.196969697,0.055172414,0.52,0.196969697,0.6946186,0.180945396
Ant,80,Oversampling,meta.AdaBoostM1,Yes,0.28030303,0.114942529,0.425287356,0.28030303,0.695524208,0.187638951
Ant,81,Oversampling,meta.AdaBoostM1,Yes,0.560606061,0.135632184,0.556390977,0.560606061,0.740142807,0.423855554
Ant,82,Oversampling,meta.AdaBoostM1,Yes,0.727272727,0.464367816,0.322147651,0.727272727,0.70854232,0.182828907
Ant,83,Oversampling,meta.AdaBoostM1,Yes,0.075757576,0.022988506,0.5,0.075757576,0.710928248,0.074903589
Ant,84,Oversampling,meta.AdaBoostM1,Yes,0.446969697,0.124137931,0.522123894,0.446969697,0.740691397,0.339869641
Ant,85,Oversampling,meta.AdaBoostM1,Yes,0.151515152,0.08045977,0.363636364,0.151515152,0.740012191,0.089171557
Ant,86,Oversampling,meta.AdaBoostM1,Yes,0.575757576,0.27816092,0.385786802,0.575757576,0.723624173,0.25403055
Ant,87,Oversampling,meta.AdaBoostM1,Yes,0.340909091,0.211494253,0.328467153,0.340909091,0.613706026,0.127729792
Ant,88,Oversampling,meta.AdaBoostM1,Yes,0.537878788,0.133333333,0.550387597,0.537878788,0.771595263,0.407773126
Ant,89,Oversampling,meta.AdaBoostM1,Yes,0.643939394,0.266666667,0.422885572,0.643939394,0.765499826,0.319167274
Ant,90,Oversampling,meta.AdaBoostM1,Yes,0.416666667,0.172413793,0.423076923,0.416666667,0.708995124,0.245548611
Ant,91,Oversampling,meta.AdaBoostM1,Yes,0.590909091,0.188505747,0.4875,0.590909091,0.76189481,0.374720249
Ant,92,Oversampling,meta.AdaBoostM1,Yes,0.446969697,0.220689655,0.380645161,0.446969697,0.65113201,0.21333399
Ant,93,Oversampling,meta.AdaBoostM1,Yes,0.545454545,0.248275862,0.4,0.545454545,0.723023337,0.263772955
Ant,94,Oversampling,meta.AdaBoostM1,Yes,0.181818182,0.172413793,0.242424242,0.181818182,0.605059213,0.010301313
Ant,95,Oversampling,meta.AdaBoostM1,Yes,0.265151515,0.07816092,0.507246377,0.265151515,0.718930686,0.224269198
Ant,96,Oversampling,meta.AdaBoostM1,Yes,0.871212121,0.434482759,0.378289474,0.871212121,0.791570881,0.300402501
Ant,97,Oversampling,meta.AdaBoostM1,Yes,0.590909091,0.218390805,0.450867052,0.590909091,0.77156914,0.336154263
Ant,98,Oversampling,meta.AdaBoostM1,Yes,0.492424242,0.137931034,0.52,0.492424242,0.786276559,0.361163602
Ant,99,Oversampling,meta.AdaBoostM1,Yes,0.833333333,0.655172414,0.278481013,0.833333333,0.551628352,0.10517712
Ant,100,Oversampling,meta.AdaBoostM1,Yes,0.25,0.036781609,0.673469388,0.25,0.728805294,0.27300398
Ant,1,Undersampling,functions.Logistic,Yes,0.7348484848,0.2413793103,0.4801980198,0.7348484848,0.8112678509,0.4165380375
Ant,2,Undersampling,functions.Logistic,Yes,0.696969697,0.2505747126,0.4577114428,0.696969697,0.8023859282,0.3776437048
Ant,3,Undersampling,functions.Logistic,Yes,0.6893939394,0.2252873563,0.4814814815,0.6893939394,0.798728666,0.4034334764
Ant,4,Undersampling,functions.Logistic,Yes,0.7272727273,0.2252873563,0.4948453608,0.7272727273,0.8080633925,0.4314130484
Ant,5,Undersampling,functions.Logistic,Yes,0.7272727273,0.2137931034,0.5079365079,0.7272727273,0.8125217694,0.4463519313
Ant,6,Undersampling,functions.Logistic,Yes,0.7272727273,0.2183908046,0.502617801,0.7272727273,0.8205154998,0.4403354506
Ant,7,Undersampling,functions.Logistic,Yes,0.696969697,0.2229885057,0.4867724868,0.696969697,0.8152037618,0.4120171674
Ant,8,Undersampling,functions.Logistic,Yes,0.7196969697,0.2781609195,0.4398148148,0.7196969697,0.7930512017,0.3614318707
Ant,9,Undersampling,functions.Logistic,Yes,0.6666666667,0.1747126437,0.5365853659,0.6666666667,0.8184430512,0.4536519561
Ant,10,Undersampling,functions.Logistic,Yes,0.7045454545,0.2505747126,0.4603960396,0.7045454545,0.802246604,0.3831973539
Ant,11,Undersampling,functions.Logistic,Yes,0.696969697,0.2183908046,0.4919786096,0.696969697,0.805015674,0.4179308772
Ant,12,Undersampling,functions.Logistic,Yes,0.7045454545,0.2275862069,0.484375,0.7045454545,0.8100487635,0.4117726658
Ant,13,Undersampling,functions.Logistic,Yes,0.7045454545,0.1977011494,0.5195530726,0.7045454545,0.8090386625,0.4509261626
Ant,14,Undersampling,functions.Logistic,Yes,0.7045454545,0.2344827586,0.4769230769,0.7045454545,0.7999825845,0.4030643102
Ant,15,Undersampling,functions.Logistic,Yes,0.7121212121,0.2344827586,0.4795918367,0.7121212121,0.8050679206,0.4086357947
Ant,16,Undersampling,functions.Logistic,Yes,0.696969697,0.2229885057,0.4867724868,0.696969697,0.7992163009,0.4120171674
Ant,17,Undersampling,functions.Logistic,Yes,0.7121212121,0.2298850575,0.4845360825,0.7121212121,0.7925809822,0.4144403035
Ant,18,Undersampling,functions.Logistic,Yes,0.6893939394,0.2620689655,0.443902439,0.6893939394,0.7834726576,0.3583116115
Ant,19,Undersampling,functions.Logistic,Yes,0.6742424242,0.216091954,0.4863387978,0.6742424242,0.8063915012,0.4038129447
Ant,20,Undersampling,functions.Logistic,Yes,0.696969697,0.2390804598,0.4693877551,0.696969697,0.7963253222,0.3917396746
Ant,21,Undersampling,functions.Logistic,Yes,0.7045454545,0.2252873563,0.4869109948,0.7045454545,0.8119818878,0.4147019598
Ant,22,Undersampling,functions.Logistic,Yes,0.7045454545,0.2367816092,0.4744897959,0.7045454545,0.8007140369,0.4001877347
Ant,23,Undersampling,functions.Logistic,Yes,0.7121212121,0.2045977011,0.5136612022,0.7121212121,0.8138975967,0.447330248
Ant,24,Undersampling,functions.Logistic,Yes,0.7196969697,0.2229885057,0.4947916667,0.7196969697,0.8108847092,0.4288227334
Ant,25,Undersampling,functions.Logistic,Yes,0.696969697,0.2045977011,0.5082872928,0.696969697,0.8130094044,0.4360036087
Ant,26,Undersampling,functions.Logistic,Yes,0.6893939394,0.2459770115,0.4595959596,0.6893939394,0.8025949147,0.3776531838
Ant,27,Undersampling,functions.Logistic,Yes,0.6893939394,0.2022988506,0.5083798883,0.6893939394,0.8086206897,0.4333557998
Ant,28,Undersampling,functions.Logistic,Yes,0.7272727273,0.2344827586,0.4848484848,0.7272727273,0.8069662139,0.4197036444
Ant,29,Undersampling,functions.Logistic,Yes,0.7045454545,0.2298850575,0.481865285,0.7045454545,0.8075931731,0.4088566864
Ant,30,Undersampling,functions.Logistic,Yes,0.7272727273,0.2689655172,0.4507042254,0.7272727273,0.7958725183,0.3776070252
Ant,31,Undersampling,functions.Logistic,Yes,0.696969697,0.2413793103,0.4670050761,0.696969697,0.8049285963,0.3888950831
Ant,32,Undersampling,functions.Logistic,Yes,0.6742424242,0.2206896552,0.4810810811,0.6742424242,0.8058690352,0.3979098389
Ant,33,Undersampling,functions.Logistic,Yes,0.7272727273,0.2183908046,0.502617801,0.7272727273,0.8047370254,0.4403354506
Ant,34,Undersampling,functions.Logistic,Yes,0.7121212121,0.2137931034,0.5026737968,0.7121212121,0.8053814002,0.4351773697
Ant,35,Undersampling,functions.Logistic,Yes,0.7272727273,0.2275862069,0.4923076923,0.7272727273,0.8072796935,0.4284658289
Ant,36,Undersampling,functions.Logistic,Yes,0.6893939394,0.2413793103,0.4642857143,0.6893939394,0.8002786486,0.3832916145
Ant,37,Undersampling,functions.Logistic,Yes,0.7196969697,0.2436781609,0.4726368159,0.7196969697,0.8076454197,0.4027050322
Ant,38,Undersampling,functions.Logistic,Yes,0.7045454545,0.2413793103,0.4696969697,0.7045454545,0.8017067224,0.394473368
Ant,39,Undersampling,functions.Logistic,Yes,0.6818181818,0.2275862069,0.4761904762,0.6818181818,0.8020376176,0.3948497854
Ant,40,Undersampling,functions.Logistic,Yes,0.6818181818,0.1931034483,0.5172413793,0.6818181818,0.8116684082,0.439960491
Ant,41,Undersampling,functions.Logistic,Yes,0.6818181818,0.2068965517,0.5,0.6818181818,0.8054858934,0.4215358932
Ant,42,Undersampling,functions.Logistic,Yes,0.7121212121,0.2482758621,0.4653465347,0.7121212121,0.8039359108,0.3915325248
Ant,43,Undersampling,functions.Logistic,Yes,0.7196969697,0.2252873563,0.4922279793,0.7196969697,0.8116858238,0.4258680048
Ant,44,Undersampling,functions.Logistic,Yes,0.696969697,0.2436781609,0.4646464646,0.696969697,0.8066004876,0.3860632759
Ant,45,Undersampling,functions.Logistic,Yes,0.7121212121,0.2482758621,0.4653465347,0.7121212121,0.7905956113,0.3915325248
Ant,46,Undersampling,functions.Logistic,Yes,0.7045454545,0.2551724138,0.4558823529,0.7045454545,0.7964298154,0.3776343519
Ant,47,Undersampling,functions.Logistic,Yes,0.7272727273,0.232183908,0.4873096447,0.7272727273,0.8010797631,0.4226112164
Ant,48,Undersampling,functions.Logistic,Yes,0.7045454545,0.2482758621,0.4626865672,0.7045454545,0.804266806,0.3859974806
Ant,49,Undersampling,functions.Logistic,Yes,0.75,0.2229885057,0.5051020408,0.75,0.8284569836,0.4508760951
Ant,50,Undersampling,functions.Logistic,Yes,0.7045454545,0.232183908,0.4793814433,0.7045454545,0.8063218391,0.4059539311
Ant,51,Undersampling,functions.Logistic,Yes,0.7196969697,0.2298850575,0.4871794872,0.7196969697,0.8086555207,0.419998656
Ant,52,Undersampling,functions.Logistic,Yes,0.6893939394,0.2390804598,0.4666666667,0.6893939394,0.7984326019,0.3861299644
Ant,53,Undersampling,functions.Logistic,Yes,0.6893939394,0.2114942529,0.4972677596,0.6893939394,0.7874956461,0.421219866
Ant,54,Undersampling,functions.Logistic,Yes,0.6893939394,0.1862068966,0.5290697674,0.6893939394,0.8219435737,0.4551512287
Ant,55,Undersampling,functions.Logistic,Yes,0.7045454545,0.2367816092,0.4744897959,0.7045454545,0.8051898293,0.4001877347
Ant,56,Undersampling,functions.Logistic,Yes,0.7196969697,0.2597701149,0.4567307692,0.7196969697,0.795994427,0.3831055792
Ant,57,Undersampling,functions.Logistic,Yes,0.7196969697,0.2344827586,0.4822335025,0.7196969697,0.8151689307,0.4141821831
Ant,58,Undersampling,functions.Logistic,Yes,0.6893939394,0.2390804598,0.4666666667,0.6893939394,0.7958028561,0.3861299644
Ant,59,Undersampling,functions.Logistic,Yes,0.696969697,0.216091954,0.4946236559,0.696969697,0.8130442355,0.4209082179
Ant,60,Undersampling,functions.Logistic,Yes,0.696969697,0.2206896552,0.4893617021,0.696969697,0.8029258098,0.4149672251
Ant,61,Undersampling,functions.Logistic,Yes,0.696969697,0.216091954,0.4946236559,0.696969697,0.8074712644,0.4209082179
Ant,62,Undersampling,functions.Logistic,Yes,0.6893939394,0.2137931034,0.4945652174,0.6893939394,0.8149076977,0.4182210787
Ant,63,Undersampling,functions.Logistic,Yes,0.7348484848,0.2390804598,0.4825870647,0.7348484848,0.8101184256,0.4194125837
Ant,64,Undersampling,functions.Logistic,Yes,0.6893939394,0.2229885057,0.4840425532,0.6893939394,0.7833507489,0.4063638019
Ant,65,Undersampling,functions.Logistic,Yes,0.6818181818,0.2344827586,0.46875,0.6818181818,0.7980494601,0.3861975643
Ant,66,Undersampling,functions.Logistic,Yes,0.7121212121,0.2482758621,0.4653465347,0.7121212121,0.7940787182,0.3915325248
Ant,67,Undersampling,functions.Logistic,Yes,0.7045454545,0.2068965517,0.5081967213,0.7045454545,0.8213949843,0.4386267873
Ant,68,Undersampling,functions.Logistic,Yes,0.7045454545,0.2298850575,0.481865285,0.7045454545,0.8032392894,0.4088566864
Ant,69,Undersampling,functions.Logistic,Yes,0.7121212121,0.2390804598,0.4747474747,0.7121212121,0.8057297109,0.4028834602
Ant,70,Undersampling,functions.Logistic,Yes,0.6818181818,0.2367816092,0.4663212435,0.6818181818,0.7917798676,0.3833397088
Ant,71,Undersampling,functions.Logistic,Yes,0.6893939394,0.2229885057,0.4840425532,0.6893939394,0.8016370603,0.4063638019
Ant,72,Undersampling,functions.Logistic,Yes,0.696969697,0.2528735632,0.4554455446,0.696969697,0.7920585162,0.374862183
Ant,73,Undersampling,functions.Logistic,Yes,0.7121212121,0.2252873563,0.4895833333,0.7121212121,0.8138975967,0.4202976996
Ant,74,Undersampling,functions.Logistic,Yes,0.696969697,0.2298850575,0.4791666667,0.696969697,0.8019157088,0.4032476319
Ant,75,Undersampling,functions.Logistic,Yes,0.7196969697,0.2390804598,0.4773869347,0.7196969697,0.8054858934,0.4084178747
Ant,76,Undersampling,functions.Logistic,Yes,0.6818181818,0.2091954023,0.4972375691,0.6818181818,0.8143504006,0.4185153485
Ant,77,Undersampling,functions.Logistic,Yes,0.7121212121,0.2551724138,0.4585365854,0.7121212121,0.798989899,0.383151162
Ant,78,Undersampling,functions.Logistic,Yes,0.7196969697,0.2551724138,0.4611650485,0.7196969697,0.7931731104,0.3886436159
Ant,79,Undersampling,functions.Logistic,Yes,0.696969697,0.2436781609,0.4646464646,0.696969697,0.7967084639,0.3860632759
Ant,80,Undersampling,functions.Logistic,Yes,0.7424242424,0.2137931034,0.5130890052,0.7424242424,0.816318356,0.4574244445
Ant,81,Undersampling,functions.Logistic,Yes,0.7045454545,0.2482758621,0.4626865672,0.7045454545,0.8056774643,0.3859974806
Ant,82,Undersampling,functions.Logistic,Yes,0.6818181818,0.1977011494,0.5113636364,0.6818181818,0.7956112853,0.4337608838
Ant,83,Undersampling,functions.Logistic,Yes,0.6893939394,0.2275862069,0.4789473684,0.6893939394,0.8076454197,0.4005165617
Ant,84,Undersampling,functions.Logistic,Yes,0.6893939394,0.2206896552,0.486631016,0.6893939394,0.7978578892,0.4093076309
Ant,85,Undersampling,functions.Logistic,Yes,0.6818181818,0.232183908,0.4712041885,0.6818181818,0.8004005573,0.389068469
Ant,86,Undersampling,functions.Logistic,Yes,0.7045454545,0.2574712644,0.4536585366,0.7045454545,0.7883141762,0.3748713119
Ant,87,Undersampling,functions.Logistic,Yes,0.7272727273,0.2068965517,0.5161290323,0.7272727273,0.8131313131,0.4554808616
Ant,88,Undersampling,functions.Logistic,Yes,0.7121212121,0.2528735632,0.4607843137,0.7121212121,0.8021769418,0.3859325606
Ant,89,Undersampling,functions.Logistic,Yes,0.696969697,0.2229885057,0.4867724868,0.696969697,0.8025949147,0.4120171674
Ant,90,Undersampling,functions.Logistic,Yes,0.7121212121,0.2,0.5193370166,0.7121212121,0.8134099617,0.4534918689
Ant,91,Undersampling,functions.Logistic,Yes,0.7045454545,0.2206896552,0.4920634921,0.7045454545,0.8157958899,0.4206008584
Ant,92,Undersampling,functions.Logistic,Yes,0.7272727273,0.2390804598,0.48,0.7272727273,0.807558342,0.4139275272
Ant,93,Undersampling,functions.Logistic,Yes,0.6893939394,0.2367816092,0.4690721649,0.6893939394,0.8003308952,0.3889811863
Ant,94,Undersampling,functions.Logistic,Yes,0.6893939394,0.2344827586,0.4715025907,0.6893939394,0.8114420063,0.391845368
Ant,95,Undersampling,functions.Logistic,Yes,0.7272727273,0.2275862069,0.4923076923,0.7272727273,0.7991640543,0.4284658289
Ant,96,Undersampling,functions.Logistic,Yes,0.7121212121,0.232183908,0.4820512821,0.7121212121,0.7978753048,0.4115314831
Ant,97,Undersampling,functions.Logistic,Yes,0.6818181818,0.2436781609,0.4591836735,0.6818181818,0.804266806,0.3748435544
Ant,98,Undersampling,functions.Logistic,Yes,0.696969697,0.2183908046,0.4919786096,0.696969697,0.8121212121,0.4179308772
Ant,99,Undersampling,functions.Logistic,Yes,0.7196969697,0.2298850575,0.4871794872,0.7196969697,0.8147509579,0.419998656
Ant,100,Undersampling,functions.Logistic,Yes,0.7045454545,0.2275862069,0.484375,0.7045454545,0.8116684082,0.4117726658
Ant,1,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,2,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,3,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,4,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,5,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,6,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,7,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,8,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,9,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,10,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,11,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,12,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,13,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,14,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,15,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
Ant,16,SMOTE,bayes.BayesNet,Yes,0.446969697,0.094252874,0.59,0.446969697,0.768930686,0.385243095
