Dataset,Run ID,Treatment,Best Model,TP Rate - Best,FP Rate - Best,Precision - Best,Recall - Best,ROC Area - Best,Kappa - Best,TP Rate - RandomForest,FP Rate - RandomForest,Precision - RandomForest,Recall - RandomForest,ROC Area- RandomForest,Kappa - RandomForest
Camel,79,Undersampling,functions.MultilayerPerceptron,0.488764045,0.341721854,0.252173913,0.488764045,0.616969269,0.108238233,0.601123596,0.390728477,0.266169154,0.601123596,0.654579954,0.142075432
Camel,80,Undersampling,functions.MultilayerPerceptron,0.556179775,0.410596026,0.24205379,0.556179775,0.61430538,0.097322088,0.601123596,0.354966887,0.285333333,0.601123596,0.663468264,0.172995615
Camel,81,Undersampling,functions.MultilayerPerceptron,0.443820225,0.305960265,0.25483871,0.443820225,0.603999554,0.107420335,0.601123596,0.369536424,0.277202073,0.601123596,0.672657936,0.160099384
Camel,82,Undersampling,functions.MultilayerPerceptron,0.47752809,0.349668874,0.243553009,0.47752809,0.612727882,0.093526413,0.58988764,0.39205298,0.261845387,0.58988764,0.652905722,0.133787561
Camel,83,Undersampling,functions.MultilayerPerceptron,0.382022472,0.251655629,0.263565891,0.382022472,0.628837711,0.111259287,0.606741573,0.347019868,0.291891892,0.606741573,0.686580103,0.183916283
Camel,84,Undersampling,functions.MultilayerPerceptron,0.471910112,0.320529801,0.257668712,0.471910112,0.632647518,0.114880737,0.668539326,0.360264901,0.304347826,0.668539326,0.699088474,0.211544599
Camel,85,Undersampling,functions.MultilayerPerceptron,0.511235955,0.356291391,0.252777778,0.511235955,0.6362713,0.111414308,0.595505618,0.40397351,0.257907543,0.595505618,0.651956991,0.127671922
Camel,86,Undersampling,functions.MultilayerPerceptron,0.5,0.366887417,0.243169399,0.5,0.647336111,0.094837458,0.651685393,0.370860927,0.292929293,0.651685393,0.688325024,0.191298794
Camel,87,Undersampling,functions.MultilayerPerceptron,0.449438202,0.303311258,0.258899676,0.449438202,0.630110127,0.11405274,0.651685393,0.369536424,0.293670886,0.651685393,0.698563881,0.192482531
Camel,88,Undersampling,functions.MultilayerPerceptron,0.47752809,0.347019868,0.244956772,0.47752809,0.628644244,0.095764866,0.617977528,0.401324503,0.266343826,0.617977528,0.651477044,0.144004946
Camel,89,Undersampling,functions.MultilayerPerceptron,0.415730337,0.291390728,0.25170068,0.415730337,0.621872907,0.099549614,0.662921348,0.41192053,0.275058275,0.662921348,0.681669023,0.163111359
Camel,90,Undersampling,functions.MultilayerPerceptron,0.393258427,0.271523179,0.254545455,0.393258427,0.617795223,0.100754737,0.612359551,0.364238411,0.283854167,0.612359551,0.663088771,0.172040181
Camel,91,Undersampling,functions.MultilayerPerceptron,0.584269663,0.452980132,0.233183857,0.584269663,0.60946871,0.083341206,0.595505618,0.394701987,0.262376238,0.595505618,0.65541707,0.135206497
Camel,92,Undersampling,functions.MultilayerPerceptron,0.573033708,0.41589404,0.245192308,0.573033708,0.639917405,0.104002403,0.651685393,0.393377483,0.280871671,0.651685393,0.678964209,0.171692117
Camel,93,Undersampling,functions.MultilayerPerceptron,0.5,0.357615894,0.247910864,0.5,0.636442444,0.102540881,0.634831461,0.370860927,0.287531807,0.634831461,0.672345413,0.18061018
Camel,94,Undersampling,functions.MultilayerPerceptron,0.466292135,0.292715232,0.273026316,0.466292135,0.651726319,0.136622135,0.601123596,0.37218543,0.275773196,0.601123596,0.673807575,0.157799718
Camel,95,Undersampling,functions.MultilayerPerceptron,0.471910112,0.307284768,0.265822785,0.471910112,0.630578912,0.127001257,0.651685393,0.382781457,0.286419753,0.651685393,0.674585163,0.180798931
Camel,96,Undersampling,functions.MultilayerPerceptron,0.43258427,0.295364238,0.256666667,0.43258427,0.58756976,0.108740646,0.606741573,0.394701987,0.266009852,0.606741573,0.664937867,0.142360417
Camel,97,Undersampling,functions.MultilayerPerceptron,0.449438202,0.312582781,0.253164557,0.449438202,0.626828633,0.105577975,0.601123596,0.358940397,0.283068783,0.601123596,0.687625567,0.169436202
Camel,98,Undersampling,functions.MultilayerPerceptron,0.449438202,0.290066225,0.267558528,0.449438202,0.629135352,0.126510276,0.646067416,0.381456954,0.285359801,0.646067416,0.693939281,0.178427265
Camel,99,Undersampling,functions.MultilayerPerceptron,0.443820225,0.266225166,0.282142857,0.443820225,0.634954238,0.14569306,0.651685393,0.366887417,0.295165394,0.651685393,0.694140189,0.194860438
Camel,100,Undersampling,functions.MultilayerPerceptron,0.45505618,0.358940397,0.230113636,0.45505618,0.619521542,0.069977084,0.595505618,0.340397351,0.292011019,0.595505618,0.68244289,0.182592371
Camel,1,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,2,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,3,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,4,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,5,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,6,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,7,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,8,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,9,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,10,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,11,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,12,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,13,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,14,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,15,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,16,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,17,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,18,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,19,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,20,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,21,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,22,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,23,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,24,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,25,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,26,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,27,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,28,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,29,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,30,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,31,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,32,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,33,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,34,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,35,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,36,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,37,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,38,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,39,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,40,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,41,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,42,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,43,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,44,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,45,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,46,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,47,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,48,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,49,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,50,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,51,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,52,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,53,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,54,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,55,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,56,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,57,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,58,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,59,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,60,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,61,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,62,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,63,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,64,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,65,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,66,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,67,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,68,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,69,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,70,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,71,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,72,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,73,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,74,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,75,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,76,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,77,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,78,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,79,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,80,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,81,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,82,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,83,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,84,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,85,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,86,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,87,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,88,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,89,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,90,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,91,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,92,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,93,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,94,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,95,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,96,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,97,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,98,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,99,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Camel,100,SMOTE,trees.RandomForest,0.387640449,0.121854305,0.428571429,0.387640449,0.696658978,0.275853281,,,,,,
Forrest,1,No Sample,trees.RandomForest,0,0,?,0,0.5,0,,,,,,
Forrest,1,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.65,0.038834951,,,,,,
Forrest,2,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,3,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.575,0.179104478,,,,,,
Forrest,4,Oversampling,trees.RandomForest,0.5,0.5,0.090909091,0.5,0.675,0,,,,,,
Forrest,5,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.7,0.094117647,,,,,,
Forrest,6,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,7,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.5,0.179104478,,,,,,
Forrest,8,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.65,0.094117647,,,,,,
Forrest,9,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.625,0.094117647,,,,,,
Forrest,10,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,11,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,12,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.575,0.179104478,,,,,,
Forrest,13,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,14,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.65,0.038834951,,,,,,
Forrest,15,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,16,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.575,0.179104478,,,,,,
Forrest,17,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.625,0.179104478,,,,,,
Forrest,18,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.575,0.094117647,,,,,,
Forrest,19,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.75,0.179104478,,,,,,
Forrest,20,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,21,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,22,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.475,0.038834951,,,,,,
Forrest,23,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.575,0.094117647,,,,,,
Forrest,24,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.7,0.094117647,,,,,,
Forrest,25,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.625,0.094117647,,,,,,
Forrest,26,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.575,0.094117647,,,,,,
Forrest,27,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.575,0.179104478,,,,,,
Forrest,28,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.5,0.179104478,,,,,,
Forrest,29,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,30,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.7,0.179104478,,,,,,
Forrest,31,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,32,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.55,0.179104478,,,,,,
Forrest,33,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.625,0.179104478,,,,,,
Forrest,34,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,35,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,36,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.65,0.094117647,,,,,,
Forrest,37,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.5,0.094117647,,,,,,
Forrest,38,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,39,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.85,0.179104478,,,,,,
Forrest,40,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,41,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.75,0.094117647,,,,,,
Forrest,42,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,43,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,44,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,45,Oversampling,trees.RandomForest,0.5,0.5,0.090909091,0.5,0.55,0,,,,,,
Forrest,46,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.6,0.038834951,,,,,,
Forrest,47,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,48,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,49,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.55,0.179104478,,,,,,
Forrest,50,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.7,0.179104478,,,,,,
Forrest,51,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.8,0.179104478,,,,,,
Forrest,52,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,53,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,54,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,55,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.625,0.094117647,,,,,,
Forrest,56,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,57,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.625,0.094117647,,,,,,
Forrest,58,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,59,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,60,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.5,0.038834951,,,,,,
Forrest,61,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,62,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.7,0.179104478,,,,,,
Forrest,63,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,64,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.55,0.179104478,,,,,,
Forrest,65,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.575,0.094117647,,,,,,
Forrest,66,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.575,0.094117647,,,,,,
Forrest,67,Oversampling,trees.RandomForest,0.5,0.5,0.090909091,0.5,0.575,0,,,,,,
Forrest,68,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.55,0.179104478,,,,,,
Forrest,69,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.75,0.094117647,,,,,,
Forrest,70,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.575,0.038834951,,,,,,
Forrest,71,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.7,0.094117647,,,,,,
Forrest,72,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.7,0.094117647,,,,,,
Forrest,73,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.75,0.179104478,,,,,,
Forrest,74,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,75,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,76,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,77,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.65,0.094117647,,,,,,
Forrest,78,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,79,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,80,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,81,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,82,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.625,0.094117647,,,,,,
Forrest,83,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.8,0.094117647,,,,,,
Forrest,84,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.575,0.038834951,,,,,,
Forrest,85,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
Forrest,86,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.575,0.094117647,,,,,,
Forrest,87,Oversampling,trees.RandomForest,0.5,0.4,0.111111111,0.5,0.6,0.038834951,,,,,,
Forrest,88,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,89,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.6,0.094117647,,,,,,
Forrest,90,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.65,0.094117647,,,,,,
Forrest,91,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.625,0.094117647,,,,,,
Forrest,92,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.55,0.094117647,,,,,,
Forrest,93,Oversampling,trees.RandomForest,0.5,0.5,0.090909091,0.5,0.55,0,,,,,,
Forrest,94,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.575,0.179104478,,,,,,
Forrest,95,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.8,0.094117647,,,,,,
Forrest,96,Oversampling,trees.RandomForest,0.5,0.3,0.142857143,0.5,0.525,0.094117647,,,,,,
Forrest,97,Oversampling,trees.RandomForest,0.5,0.2,0.2,0.5,0.6,0.179104478,,,,,,
