@relation 'Keymind - BA-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
2.790898,1.805213,0,0,23.798457,61.365887,20.525297,TRUE
21.457651,16.379457,0,0,37.261738,89.392306,33.987933,TRUE
6,2,0,0,37.190833,95,32,TRUE
4.181971,4,0,0,32.289159,1.071959,30.734314,TRUE
10.729559,4,0,0,38.600105,4.267191,29.852422,TRUE
13.225007,3.32794,0,0,44,0,23.886257,TRUE
14,4,0,0,28.093787,0,26,TRUE
4.287486,4,0,0,44.531259,2.906436,33.353164,TRUE
8.062511,4,0,0,32.189193,2.036492,31.336448,TRUE
12,4,0,0,41.4201,64,144,TRUE
17.838402,11.735155,0,0,40.054167,83.914991,51.056052,TRUE
29.801828,16.347232,1.728857,1.047534,44.202835,77.199686,188.703,TRUE
7.905917,3.727057,0,0,39.734252,65.688424,116.140619,TRUE
17.665652,13.266511,1.232094,0.650293,44.740229,68.310585,184.717169,TRUE
25.006181,13.384376,0,0,39.355315,66.125871,118.659762,TRUE
9,3,0,0,31.854309,0,20,TRUE
9.422008,5.114458,0,0,30.181527,0,15.803212,TRUE
13.308181,6.545743,0,0,31.429327,0,16.122592,TRUE
9,3,0,0,28.982338,0,20,TRUE
12.961154,3.825854,0,0,32.548911,0,24.874825,TRUE
9,3,0,0,29.097023,0,20,TRUE
9.179636,3.73048,0,0,44,0,20.40056,TRUE
2,1,0,0,36.266161,33,12,TRUE
2.613638,1,2.738265,0.024008,30.372071,37.958432,23.245279,TRUE
3.028669,1.26243,0,0,29.424713,36.117316,22.811939,TRUE
1.828388,0.703093,0,0,28.781439,25.23615,11.342761,TRUE
2,1,0,0,41.365399,33,12,TRUE
1.049379,0.724444,0,0,34.50854,32.598575,11.499646,TRUE
4.101974,0.9334,0,0,43.119496,16.341714,18.731251,TRUE
1.910626,0.073222,0,0,39.931327,28.091736,11.144472,TRUE
1,0,0,0,41.465392,17,10,TRUE
1.808527,0.951366,0,0,43.576087,22.040579,10.071159,TRUE
1.338627,0.932601,0,0,33.60442,20.594254,11.287974,TRUE
1,0,0,0,35.255096,17,10,TRUE
1.760606,0.336657,0,0,42.785713,29.698328,10.975293,TRUE
