"Original.Release","Release","Order","NR","NREF","NFIX","NAUTH","LINES_SUM","LINES_MAX","LINES_AVG","CHURN_SUM","CHURN_MAX","CHURN_AVG","CHGSET_SUM","CHGSET_MAX","CHGSET_AVG","AGE","AGE_WEIGHTED","Impl","LOC.A","LOC.M","LOC.D","Size","Violations.Injected","Violations","Size.Next","Faultiness"
"Keymind-B",102,"FIRST",2,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,36,FALSE
"Keymind-B",102,"FIRST",2,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,119,FALSE
"Keymind-B",102,"FIRST",5,0,2,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,20,FALSE
"Keymind-B",102,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,25,119,FALSE
"Keymind-B",102,"FIRST",3,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,40,FALSE
"Keymind-B",102,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,65,140,FALSE
"Keymind-B",102,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,29,63,FALSE
"Keymind-B",102,"FIRST",4,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",102,"FIRST",3,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,45,FALSE
"Keymind-B",102,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,63,72,FALSE
"Keymind-B",102,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,76,143,FALSE
"Keymind-B",102,"FIRST",11,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,12,9,FALSE
"Keymind-B",102,"FIRST",9,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,13,FALSE
"Keymind-B",102,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,FALSE
"Keymind-B",102,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,41,16,FALSE
"Keymind-B",102,"FIRST",3,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,50,FALSE
"Keymind-B",102,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,70,16,FALSE
"Keymind-B",102,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,125,36,FALSE
"Keymind-B",102,"FIRST",3,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,47,9,FALSE
"Keymind-B",102,"FIRST",4,0,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,9,30,TRUE
"Keymind-B",102,"FIRST",2,0,1,1,0,0,0,0,0,0,2,2,2,23,0,1,0,1,0,9,0,61,9,TRUE
"Keymind-B",102,"FIRST",3,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,24,FALSE
"Keymind-B",102,"FIRST",2,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,64,53,FALSE
"Keymind-B",102,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,24,15,FALSE
"Keymind-B",102,"FIRST",3,0,2,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,80,12,FALSE
"Keymind-B",102,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,38,9,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,38,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,28,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,23,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,16,16,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,17,29,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,15,27,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,16,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,14,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,15,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,15,20,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,15,26,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,16,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,20,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,18,27,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,2,23,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,1,11,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,67,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,134,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,57,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,96,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,57,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,16,25,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,95,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,134,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,129,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,250,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,248,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,152,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,2680,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,251,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,239,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,248,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,128,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,17,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,26,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,40,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,30,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,102,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,58,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,12,22,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,2,12,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,19,12,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,3,43,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,4,9,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,3,9,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,100,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,47,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,145,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,89,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,53,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,143,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,21,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,115,FALSE
"Keymind-B",102,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,6,9,FALSE
"Keymind-B",104,"FIRST",3,0,1,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,43,98,FALSE
"Keymind-B",104,"FIRST",4,0,4,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,35,TRUE
"Keymind-B",104,"FIRST",33,0,20,1,2,2,2,2,2,2,8,3,2,45,25,1,2,4,0,35,2,88,232,TRUE
"Keymind-B",104,"FIRST",5,0,3,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,59,90,FALSE
"Keymind-B",104,"FIRST",16,0,10,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",104,"FIRST",17,0,5,0,0,0,0,0,0,0,0,0,0,44,24,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",6,0,1,0,0,0,0,0,0,0,0,0,0,44,24,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",7,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,110,54,FALSE
"Keymind-B",104,"FIRST",4,0,1,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,0,16,FALSE
"Keymind-B",104,"FIRST",3,0,3,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,78,44,FALSE
"Keymind-B",104,"FIRST",6,0,1,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,66,50,FALSE
"Keymind-B",104,"FIRST",6,0,2,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,95,32,TRUE
"Keymind-B",104,"FIRST",14,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,0,26,TRUE
"Keymind-B",104,"FIRST",12,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,64,144,TRUE
"Keymind-B",104,"FIRST",8,0,3,1,9,9,9,9,9,9,7,6,3,44,23,1,9,0,0,29,6,47,16,FALSE
"Keymind-B",104,"FIRST",9,0,3,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,0,20,TRUE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,33,12,TRUE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,17,10,TRUE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",3,0,2,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,12,FALSE
"Keymind-B",104,"FIRST",3,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,10,FALSE
"Keymind-B",104,"FIRST",6,0,2,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,15,16,FALSE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,7,10,FALSE
"Keymind-B",104,"FIRST",5,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,28,FALSE
"Keymind-B",104,"FIRST",4,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,35,FALSE
"Keymind-B",104,"FIRST",7,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,16,19,FALSE
"Keymind-B",104,"FIRST",2,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",104,"FIRST",2,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,42,22,0,0,0,0,0,0,19,25,FALSE
"Keymind-B",104,"FIRST",9,0,2,1,0,0,0,0,0,0,1,1,1,42,22,0,0,0,0,0,0,213,24,TRUE
"Keymind-B",104,"FIRST",15,0,9,1,0,0,0,0,0,0,1,1,1,42,22,0,0,0,0,0,0,0,8,TRUE
"Keymind-B",104,"FIRST",3,0,3,1,0,0,0,0,0,0,1,1,1,42,0,0,0,0,0,0,9,42,9,FALSE
"Keymind-B",104,"FIRST",16,0,0,0,0,0,0,0,0,0,0,0,0,42,21,0,0,0,0,0,0,31,37,FALSE
"Keymind-B",104,"FIRST",6,0,0,0,0,0,0,0,0,0,0,0,0,42,21,0,0,0,0,0,0,0,96,FALSE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,36,FALSE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,141,FALSE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,51,FALSE
"Keymind-B",104,"FIRST",2,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,36,FALSE
"Keymind-B",104,"FIRST",2,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,119,FALSE
"Keymind-B",104,"FIRST",5,0,2,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,20,FALSE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,25,119,FALSE
"Keymind-B",104,"FIRST",3,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,40,FALSE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,65,140,FALSE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,29,63,FALSE
"Keymind-B",104,"FIRST",4,0,2,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",3,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,45,FALSE
"Keymind-B",104,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,63,72,FALSE
"Keymind-B",104,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,76,143,FALSE
"Keymind-B",104,"FIRST",11,0,0,0,0,0,0,0,0,0,0,0,0,40,19,0,0,0,0,0,0,12,9,FALSE
"Keymind-B",104,"FIRST",9,0,0,0,0,0,0,0,0,0,0,0,0,40,19,0,0,0,0,0,0,0,13,FALSE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,FALSE
"Keymind-B",104,"FIRST",1,0,0,0,0,0,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,41,16,FALSE
"Keymind-B",104,"FIRST",3,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,50,FALSE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,70,16,FALSE
"Keymind-B",104,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,125,36,FALSE
"Keymind-B",104,"FIRST",3,0,0,0,0,0,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,47,9,FALSE
"Keymind-B",104,"FIRST",5,0,5,1,0,0,0,0,0,0,2,2,2,39,0,0,0,0,0,0,1,10,30,TRUE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,61,9,TRUE
"Keymind-B",104,"FIRST",3,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,24,FALSE
"Keymind-B",104,"FIRST",3,0,2,1,34,34,34,34,34,34,6,6,6,39,0,1,34,0,0,53,5,69,9,TRUE
"Keymind-B",104,"FIRST",2,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,24,15,FALSE
"Keymind-B",104,"FIRST",1,0,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,38,9,FALSE
"Keymind-B",104,"FIRST",1,0,0,1,19,19,19,17,17,17,6,6,6,2,0,1,18,1,1,35,0,0,50,TRUE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,17,29,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,15,27,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,16,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,14,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,15,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,15,20,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,15,26,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,16,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,20,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,18,27,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,2,23,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,11,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,67,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,9,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,134,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,57,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,96,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,57,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,16,25,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,95,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,134,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,129,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,250,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,248,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,152,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,2680,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,251,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,466,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,239,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,248,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,128,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,17,FALSE
"Keymind-B",104,"FIRST",0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,26,FALSE
